timestamp,​0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,​0x5D05EA343C7a13cee09b14e56FCBe985c25521b7,​0x7C5F6fFaD368dBf1a83E6D66b5aCE792fac2E7C0,​0x57aEda024fdbC8e1CE19cB9a628CA39747e3661f,​0x872Fa1C66A7C773A10d78d4D53F79ddEBD27164A,​0x10694504f41F14e51D381Ca28C7053BF68d3C6b1,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0xE9E61f46007eCA6C175B9C2dF78ad4CfD1F5BeDf,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,​0x054C050C3930A9712066C0c43BCde53498d6670E,​0xDa65D14Fb04Ce371b435674829BEDE656693Eb48,​0xbBA9d567cDA89d35e4e69d7ce9Ea0EbaCF2C1B29,​0x238e24C06313fC8176BC6C49a0EBE86c2b0aabb6,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0x6a0c50788E462f322959A2458687096994d66316,​0x991C3EE26aC87c46db4C28Fe174D860A7cE39ABA,​0x0aa70981311D60a9521C99cecFDD68C3E5a83B83,​0x833eC6833b85b1C571BcfF617cB30Bf481E36426,​0xE7d0aE1823582E5e6c3a0F9Bb0526d380b16edF4,​0x000000001e29fcd9B1469a7954DC65ff254FFfC0,​0x7F7c311Ad65e56eeDe7238258F5847133A06eBeA,​0x2c9Bd9Db61eCCF16eD766b598bC5e0706c992296,​0x54A4a1167B004b004520c605E3f01906f683413d,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xE2A65f52a18E848F9E2E86cbDeA43469c7462744,​0xE4a8dfcA175cDcA4Ae370f5b7aaff24bD1C9C8eF,​0x64B44F7a5aFBB04029edb5c2D4b5A9A4E4A09553,​0x8B8E052B88b37825F7ca69631462Ff012A48F394,​0xA8dDD5D64E97B0ce811645f2FA53f4633D1Ced7d,​0x5d1Bdba78991dc42Ed31197a0E00675C2Eba5bE4,​0x40ddBf3BdE9c33661C8B4a4E9045eE7Ade9E7102,​0x696969e47154bD13F92206bD710361646D0110c0,​0xBC1845a864aa2A7ba7513BC6837Ff7D66ec191C4,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0x736C4643c1152B92787874D79a707B2429e90B82,​0x457524ecd5275df362b1A6aB17D92D8ecDb98Abc,​0x97deC872013f6B5fB443861090ad931542878126,​0xA540fb50288cc31639305B1675c70763C334953b,​0xA6Ca2D1cCBc75d71de1354D549644271Ef7122ED,​0x6c2d992b7739DFB363a473Cc4F28998b7f1f6dE2,​0x5516419BD24235d0E63bAfE568D0089977f94Ee5,​0x5D154c145Db2ca90B8aB5e8Fe3E716AfA4AB7Ff0,​0xaeebe2d33FbDf50684161d1C1Ed29A42aC915841,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x5719F49B720DA68856F4b9e708F25645bDBc4B41,​0x0849F0EB50A758DC837E9013B3C18610e9530089,​0x0f780De58182BFbfE1CdC4c80e94d178eF2A3d2b,​0x00000000000080C886232E9b7EBBFb942B5987AA,​0x270da1363867708160d7fDbD5b3E1a9645505fb2,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0xE8Daf72958A50f02cb683096bD00d3F1981BF6De,​0x107B8C8a12f24f6bfec6aB480B4C843291e1575e,​0x785CfC135cd5E26f55a791D177C3cbDFB16F9fEA,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0x22fB3590Ca2b6a876D7fb655FC6e598Abf28d3E1,​0x3f90c5486695Ffd4EB07B700ba050E0Bf416BD8a,​0x094DaeEb1e59E42479449bD81f0c5088A93137Fe,​0x8333331B3FE016653FF0ADB7b37E52f81A6E7382,​0xdfD156c1eC2a123dCb4f6c42a4140b904B0aB43a,​0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,​0x647D4b320c0c54b75B3F2e7E2e7774737d56cE7d,​0x96FE94c07Ee88fC2A4B3E978D875202fD113e654,​0x7Aa29D3158BC446fABD3196f54C01f86321eae32,​0xdf22Ac5D9fEd8d8E67f7D0E0C255D772AEd55191,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x37aCfEf331e6063C8507C2A69c97B4f78c770A5A,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x435ffa6d9c310033CB6322Ff2Bc8957566d06516,​0x2586E4b30c581eE20Af694495DbcF98daEcDe75e,​0x45A2FDfED7F7a2c791fb1bdF6075b83faD821ddE,​0x9550050D102Ff42A2A683A9Fa23B8f3fb2B378c8,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0xaE9D07CBBf284B82ECD6d872379a5B484D30a875,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0xc095976BD18181f28626c5D48372DebD7a8Ce8d4,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0xa4BCA645f9cB9e6F9ad8C56D90a65b07C2f4e1Dd,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x38F2cDD0Ea4b38dBed40A36530313A5D89638858,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0xaD7f84324d7E4E042Ac6BCE6F29c2F9b4f536CC6,​0xc1D213bd0DFac06552F75603FcF06fd5d5e19652,​0xA2552b64Bb14ACF36055B74ec846aFE4A4e3A2f8,​0x4D6205cD9de1624898e31655b8dF0a16D180c209,​0x3e2DbDa5F310aADe1503557b2E7f356eaF161641,​0xdf63bE2E473Ba04C26b1609E51d08CF0D78E0913,​0x21E6d0f703CC6f9425b5C5b567E8736676898F11,​0x778FDaf34BB5993D69968f541152451241Fab7e3,​0x1eDE84dF14dB59f700502EcF58d7BD75d41bd223,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x055Bd667823eC8293c7C26EF967613E931E1EE6f,​0xAe34FFe5BF622684a251A28D8a9b05bC8c850629,​0x8e5272Cec02272e232C4C8bDd1d64D3a4AA532e5,​0x3Eab4037A2E7F4d4d0946C091Fe135838221F2B6,​0xA24d585D7874f7b4EdE30Ac50E072D171F393D35,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xe4e63f800a366e68e81D2eA40A1722fbf811ad00,​0x00dEe1F836998bcc736022f314dF906588d44808,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,​0x77c17BD4961F4869728396B673e0Be9858b368Bd,​0x4d2f5cFbA55AE412221182D8475bC85799A5644b,​0xa8BF16BE6829d8eB167B62E11517cD01623D7ec6,​0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,​0xE23b713BF714E0EA9A319A54a8c3eB0f6687346E,​0xC151AE135F50AaBE78e0b9D13A90FBb2d648AAbB,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x1D2c4Cd9beE9DFe088430b95d274e765151C32db,​0x8804Af8EC3E606b24Ee47acdDD6389040FD41Cad,​0x2C910F9ffA2242D1441c801A97362BAB102414bE,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x13032DeB2d37556cf49301f713E9d7e1d1A8b169,​0x91D6E260A5965a3C33D5Bc4bf4ADCF96C449ED2e,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xDb4D6a2926beAe0b35f14fAa06dED905e6AAa488,​0x2e3A5f60a5590959B068587c47e643E18E7F5Cdf,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xe7F8633b87A54C9267871E7405c6e09FCF771334,​0xA3d67e0e09Bb54Bc93e5CBF92fb50BB10Ed43ddC,​0x57C80DdAE73D9C5662F86db5CA6301F0bC723f5B,Other
1573814675000,,0.23,,,,,,,,0.42,,,,,17.10,,,30.07,,,,,,,,,,,,,,,,,,6.02,,20.28,41.41,,,,57.29,,38.07,91.71,,,,,,,,,,,,5.49,,,,113.03,,,,,12.00,,9.00,,,1.28,,2.12,,4.50,,,,,,9.18,274.12,,,,,,,,,,,51.85,,3.72,,2.34,,18.56,,111.23,,0.04,15.86,0.02,,,,119.72,,,,,22.46,,,0.00,,,137.43,,,48.79,602.28
1573886613000,79.15,11.48,,,,,,,,,,,,,1.67,,,26.44,,,,,,,,,,,,,,,,,,6.19,,10.02,20.63,,22.24,,321.69,,,37.68,,,,,,,,,,,,4.21,,,,,,,,,70.14,,20.07,,,2.49,5.75,54.31,,70.36,0.03,,,,,0.04,10.20,,,,,35.09,,,,,,12.72,,1.83,,2.49,,17.74,,90.77,,5.96,4.99,,,,,,,,,,5.02,,,4.62,,,61.84,,,47.76,680.89
1573958177000,,30.00,,,,,,,,0.21,,,,,20.00,,,,,,,,,,,,,,,,,,,,,10.24,,11.99,12.30,,10.70,,56.75,,19.20,,,,,,,,,,,,,,,,,114.39,,,,,,,,,,1.80,2.02,69.77,,49.00,0.62,,,,,,,,,,,28.63,,,,,,,,,,,,,,29.30,,,5.52,0.05,,,,27.52,,,,,,,,3.24,,,169.79,,,20.71,521.15
1574030120000,1.36,29.40,,5.47,,,,,,1.22,,,,,3.31,,,13.63,,8.56,,,,,,,,,,,,,,,,16.39,,1.55,3.60,,,,74.45,,102.51,5.06,,,,,,,,,,,,1.99,,,,157.22,5.03,,,,,,,,,0.09,,41.09,,,24.72,,,,,,52.44,,,,,8.72,,,,,,,,57.61,,0.37,,,,64.56,,,,0.90,,,,,,,,,,,,52.54,,,37.53,,,14.44,512.63
1574102523000,,16.25,,,,,,,,0.15,,,,,9.06,,,62.95,,,,,,,0.86,,,,,,,,,,,16.51,,3.56,2.84,,3.56,,128.20,,16.57,52.41,,,,,,,,,,,,,,,,,6.27,,,,50.22,,0.04,,,0.01,3.75,13.32,,38.14,,,,,,,23.31,,,,,,,,,,,19.59,,49.50,,6.11,,,,26.57,,9.38,2.14,0.00,,,,,,,,,6.01,,,92.31,,,147.21,,,4.42,687.76
1574175364000,,86.95,,,,,,,,0.05,,,,,13.33,,,72.02,,,,,,,4.75,,,,,,,,,,,12.64,,2.16,29.71,,17.01,,169.99,,24.79,29.71,,,,,,,,,,,,6.50,,,,,9.03,,,,,,,,,0.00,6.48,20.36,,,1.02,,,,,,0.06,,,,,28.65,20.00,,,,,10.76,,23.92,,2.47,,0.44,,30.89,,0.34,7.03,,,,,,,,,,10.00,,,15.67,,15.01,107.00,,,,416.05
1574248216000,,37.78,,,,,,,,,,,,,2.95,,,35.14,,,,,,,23.86,,,0.19,,,,,,,,12.64,,2.76,20.05,,,,267.77,,,27.77,,,,,,,,,,,,,,,,61.73,,,,,3.22,,8.00,,,10.57,5.50,2.55,,1.76,,,,,,,4.87,,,,,48.67,90.00,,,,,7.00,,3.39,,1.48,,2.28,,12.97,,0.24,7.61,,,,,,,,,,4.34,,,22.74,,44.78,38.93,,,,341.73
1574319702000,,31.45,,,,,,,,0.07,,,,,,,,17.98,,,,,,,5.90,,,1.26,,,,,,,,4.23,,1.71,27.36,,,,63.37,,,,,,,,,,,,,,,,,,,28.81,,,,,,,,,,5.28,2.85,1.00,,,,,,,,,0.07,,,,,,,,,,,5.93,,1.31,,1.08,,,,16.27,,2.76,4.16,,,,,,,,,,20.92,,,0.21,,18.90,33.40,,,,180.47
1574390894000,446.43,72.61,,,,,,,,,,,,117.93,15.42,,,163.93,,,,,,,17.54,,,4.95,,,,,,,,22.23,,,99.86,,24.69,,480.41,,71.60,196.33,,,,,,,,,,,,30.32,,,,575.84,,,,,49.58,,2.11,,,0.69,8.62,66.29,,38.22,,,,,,20.11,102.53,,,,,16.00,40.00,,,,,13.50,,46.32,,20.72,,1.51,,188.87,,1.61,10.80,4.40,,,,,,,,,13.26,,,39.46,,83.69,207.91,,,,1099.24
1574463158000,502.47,427.51,,,,,,,,6.74,,,,1396.85,13.64,,,632.25,,,,,,,36.80,,,3.51,,,,,,,,76.92,,51.58,277.96,,145.00,,2343.39,31.64,748.60,548.01,,,,,,,,,,,,33.75,,,,1562.16,,,,,125.24,,75.52,,424.16,13.34,30.04,549.41,,51.43,,,,,,685.45,0.78,,,,,77.32,,,,,,596.28,,34.01,,26.35,,67.82,,769.12,,96.03,5.20,,,,,,,,,,1718.86,,,317.64,,,1361.95,,,,1818.00
1574534614000,,29.14,,,,,,,,3.71,,,,171.90,7.38,,,92.50,,,,,,,134.39,,,9.32,,,,,,,,68.05,,0.03,0.17,,,,330.13,,,205.37,,,,,,,,,,,,,96.29,,,550.97,,,,,21.51,,,,,0.91,15.74,46.86,,15.75,,,,,,41.48,,,,,,,,,,,,25.09,,0.59,,4.95,,6.61,,51.85,,0.62,9.41,21.18,,,,,,,,,44.21,,,8.42,,,204.18,,,,782.62
1574606767000,1.77,10.28,,,,,,,,0.09,,,,34.17,144.64,,,61.49,,,,,,,12.12,,,0.96,,,,,,,,17.33,,,29.91,,,,197.13,2.00,,112.68,,,,,,,,,,,,,288.87,,,142.74,,,,,66.00,,0.81,,,,12.82,11.27,,148.00,1.20,,,,,7.55,24.88,,,,,,,,,,,33.66,,1.36,,2.44,,,,16.29,,1.11,10.40,0.00,,,,,,,,,27.96,,,,,,216.67,,,,462.19
1574677937000,78.02,531.08,,,,,,,,0.91,,,,701.57,77.84,,,428.99,,,,,,,159.51,,,40.50,,,,,,,,93.84,,5.73,108.33,,42.01,,1680.53,19.28,265.88,122.21,,,,,,,,,,,,,288.87,,,1534.90,,,,,260.48,,8.15,,,17.33,38.59,468.73,,137.79,11.18,,,,,38.74,35.61,,,,,33.83,296.39,,,,,483.87,,14.69,,11.39,,34.53,,269.45,,37.07,21.05,,,,,,,,,,345.64,,1.16,285.23,,,898.82,,,,2178.11
1574753753000,,274.87,,,,,,,,,,25.49,,143.30,105.84,,,144.96,,,,,,,6.28,,,30.27,,,,,,,,74.60,,6.61,0.41,,1.74,,204.46,3.12,130.76,127.28,,,,,,,,,,,,,,,,861.85,,,,,78.50,,10.00,,,15.35,0.45,32.12,,72.33,1.00,,,,125.25,9.46,,,,,,21.35,902.01,,,,,147.40,61.20,70.06,,3.71,,0.41,,118.30,,,11.42,0.02,,,,,,,,,142.34,,,27.48,,,334.48,298.38,,,513.23
1574829912000,0.00,28.03,,,,,,,,0.56,,,,,34.71,,,41.66,,,,,,,15.41,,,0.29,,,,,,,,38.19,,1.57,20.67,,,,142.09,,3.00,124.47,,,,,,,,,,,,5.16,,,,382.42,,,,,,,,,,2.03,0.44,0.07,,41.77,1.20,,,,,,5.60,,,,,,,,,,,,5.93,0.02,,,,,,15.97,,,3.45,0.06,,,,,,,,,,,,0.17,,,16.08,76.65,,,385.59
1574906610000,,34.28,,,,,,,,0.78,,,,,83.91,,,108.32,,,,,,,22.86,,,,,,,,,,,43.70,,0.72,0.39,,3.71,,200.30,,,71.29,,,,,,,,,,,,1.82,,,,152.22,,,,,,,8.02,,,6.14,0.99,6.52,,3.02,,,,,,,2.02,,,,,44.97,,,,,,28.74,38.31,9.98,,,,,,98.16,,5.96,10.92,0.33,,,,,,,,,32.60,,,10.90,,,83.48,132.82,,,282.44
1574982967000,,0.00,,,,,,,,,,,,,44.42,,,34.76,,,,,,,15.49,,,30.43,,,,,,,,24.47,,2.88,5.24,,,,132.27,,6.81,133.88,,,,,,,,,,,,4.19,,,,203.60,,,,,,,10.00,,,5.20,5.47,6.34,,3.03,,,,,,,41.52,,,,,3.96,,,,,,20.81,93.54,,,0.12,,,,35.87,,1.07,8.96,2.24,,,,,,,,,24.82,,,,,,93.26,102.76,,,317.23
1575059347000,,4.53,,,,,,,,,,50.23,,,57.24,,,31.90,,,,,,,16.28,,,8.01,,,,,,,,34.38,,0.16,17.03,,32.50,,197.20,,252.40,312.55,,,,,,,,,,,1792.38,6.38,,,,186.89,,,,,675.00,,1.90,,,7.70,3.10,17.00,,438.55,,,,,,,27.96,,,,,5.82,,,,,,,29.07,,,,,15.73,,35.33,,9.82,5.47,0.06,,,,,,,,,49.27,,,,,10.00,227.82,215.76,,,563.87
1575136068000,,5.06,,,,,,,,,,,,,39.46,,,22.77,,,,,,,3.31,,,0.58,,,,,,,,14.78,,,6.25,,8.41,,181.66,,,,,,,,,,,,,,,,,,,59.44,,,,,,,0.10,,,3.74,5.46,8.28,,6.75,2.53,,,,,,0.15,,,,,,,,,,,22.23,61.95,,,1.44,,,,30.87,,,1.36,0.54,,,,,,,,,17.18,,,0.03,,,20.69,182.40,,,285.45
1575212493000,0.00,7.64,,,,,,,,,,,,,84.49,,,17.58,,,,,,,16.37,,,,,,,,,,,25.17,73.13,0.14,0.50,,7.92,,164.19,,3.02,,,,,,,,,,,,,2.03,,,,,,,,,,,1.86,,,1.53,13.78,11.36,,,0.04,,,,,,,,,,,,,,,,,,39.60,,,1.02,,,,43.42,,1.43,21.99,0.50,,,,,,,,66.52,73.27,,,1.60,,,71.03,10.15,,,102.58
1575288653000,0.07,,,,,,,,,,,,,,99.23,,,3.46,,,,,,,28.35,,,1.96,,,,,,,,25.42,,0.07,0.08,,24.29,,132.75,,28.51,291.99,,,,,,,,,,,,,,,,,,,,,2.50,,9.00,,,,9.49,5.84,,84.75,0.50,,,,,2.94,8.88,,,,,,,,,,,,170.62,,,,,0.79,,21.83,,0.65,5.89,0.09,,,,,,,,169.50,55.17,,,1.42,,,77.15,,,,505.69
1575366165000,,21.35,,,,,,,,,,,,,31.56,,,,,,,,,,16.65,,,128.41,,,,,,,,28.24,145.96,,0.32,,33.16,,271.53,,126.84,339.00,,,,,,,,,,,,2.36,,86.50,,,,,,,140.53,,,,,4.27,1.17,11.08,,223.39,,,,,,52.59,18.52,,,,,,,,,,,159.13,398.14,,,1.30,,0.02,,123.96,,0.03,11.38,0.14,,,,,,,,309.57,81.12,,,,,,154.56,,,,1156.67
1575442393000,,5.02,,,,,,,,1.00,,,,,10.23,,,13.64,,,,,,,20.25,,,41.15,,,,,,,,18.02,,0.21,2.48,,,,155.42,,20.37,,,,,,,,,,,,,10.27,,,,,,,,,,,3.09,,,0.34,4.01,6.47,,41.01,0.00,,,,,,4.37,,,,,,,,,,,40.77,222.01,,,1.16,,,,27.45,,0.31,4.60,0.15,,,,,,,,187.35,14.94,,,,,,96.75,,,,191.03
1575519604000,,14.98,,,,,,,,0.01,,,,,33.33,,,18.15,,,,,,112.65,9.25,,,42.71,,,,,,,,10.43,,,4.01,,,,26.91,,31.94,79.66,,,,,,,,,,,,48.83,,,,11.10,,,,,8.00,,0.14,,,0.41,2.56,3.79,,45.75,,,,,,7.98,0.86,,,,,,,,,,,4.31,47.27,,,,,,,63.16,,1.17,10.71,1.01,,,,,,,,180.07,6.24,,,,,20.42,60.87,,,,279.70
1575596839000,,8.36,,,,,,,,,,,,,101.28,,,,,,,,,160.04,6.00,,,20.99,,,,,,,,10.60,,1.79,9.28,,,,,2.02,11.71,33.40,,,,,,,,,,,,4.58,,,,84.08,,,,,,,,,,0.22,1.75,11.66,,4.00,0.20,,,,,,4.50,,,,,,,,,,,,4.95,,,2.12,,,,32.23,,2.17,20.22,4.11,,,,,,,,70.23,,,,0.50,,,9.12,,,,261.30
1575673602000,,3.51,,,,,,,,,,,,,83.55,,,2.81,,,,,,126.44,9.71,,,,,,,,,,,5.31,216.86,3.97,4.80,,,,,,,79.13,,,,,,,,,,,,3.60,,,,11.94,,,,,75.00,,,,,1.33,7.16,11.46,,12.00,,,,,,,,,,,,,,,,,,,2.84,,,,,,,41.12,,,,4.35,,,,,,,,56.82,14.93,,,,,,,,,,116.11
1575749392000,,0.02,,,,,,,,,,,,,97.39,,,,,,,,,76.68,8.49,,,32.11,,,,,,,,5.32,,0.34,,,,,,,45.62,8.74,,,,,,,,,,,,,,,,97.40,,,,,14.00,,,,,,,8.35,,24.50,,,,,,,6.03,,,,,,,,,,,,179.75,,,0.02,,2.77,,,,0.50,5.86,2.78,,,,,,,,42.30,15.01,,,,,,20.87,,,,143.15
1575826602000,,,,,,,,,,,,,,,101.44,,,,,,,,,121.29,2.42,,,15.72,,,,,,,,10.56,,,,,,,,,,61.29,,,,,,,,,,,,8.89,,,,,,,,,,,,,,1.59,8.27,,,2.50,0.02,,,,,,5.99,,,,,,,,,,,11.13,63.98,,,0.18,,,,,,,2.46,3.31,,,,,,,,29.75,,,,0.08,,13.65,29.12,,,,99.31
1575903384000,1.41,25.17,,,,,,,,,,,,,78.25,,,,,,,,,110.35,43.29,,,,,,,,,,,2.64,,,3.68,,,,,,5.03,,,,,,,,,,,,,,,,,47.05,,,,,24.00,,4.69,,,0.57,1.99,0.01,,9.75,,,,,,,9.00,,,,,,,,,,,,6.34,,,0.77,,1.72,,,,,5.48,,,,,,,,,38.16,,,,,,,4.87,,,,108.32
1575979374000,,,,,,,,,,,,,,,18.78,,,5.99,,,,,,93.10,4.63,,,14.56,,,,,,,,2.63,,3.37,82.05,,,,,,264.00,1.98,,,,,,,,,,,,,,,,113.54,,,,,,,0.30,,,0.29,,,,4.27,3.41,,,,,,,,,,,,,,,,,,93.53,,,0.57,,,,25.66,,,9.80,0.94,,,,,,,,37.87,,,,,,,19.50,,,,351.96
1576056123000,,0.52,,,,,,,,,,,,,,,,,,,,,,118.43,28.39,,,2.48,,,,,,,,2.73,,0.06,8.47,,,,,,27.92,465.35,,,,,,,,,,,,2.10,577.73,,,33.56,,,31.60,,,,1.25,,,,12.43,0.74,,,,,,,,13.79,,,,,,,,,,,,41.27,5.25,,,0.63,,0.11,,5.59,,,4.70,,,,,,,,,119.10,20.55,,,,,,44.31,,,,219.88
1576132843000,0.01,0.26,,,,,,,,,0.15,,,,,,,,,,,,,136.14,6.91,,,19.97,,,,,,,,13.89,,,,,,,,,,49.21,,,,,,,,,,,,14.69,,,,71.57,,,37.36,,1.51,,,,,0.05,0.31,7.50,,,,,,,,,,,,,,,,,,,,8.72,42.42,,,0.53,,,,2.60,,,,,,,,,,,,,6.86,,,19.65,,,46.63,,,,123.42
1576208669000,,5.05,,,,,,,,,,,,,,,,,,,,,,53.44,5.55,,,3.56,,,,,,,,11.10,,2.42,0.06,,,,,4.67,2.86,40.86,,,,,,,,,,,,,,,,113.20,,,26.52,,5.53,,,,,,0.86,10.81,,8.28,0.00,,,,,,3.33,,,,,,,,,,,,0.32,,,1.41,,0.13,,30.19,,1.28,4.90,,,,,,,,,,,,,,,,22.72,,,,147.71
1576288118000,,1.57,,,,168.87,,,,0.60,,,,,,,,0.50,,,,,,30.08,74.37,,,,,,,,,,,11.09,,4.64,4.01,,,,,,,121.78,,,,,,,,,,,,,,,,73.92,,,13.24,,,,,,,,1.35,2.34,,,,,,,,,,,,,,,,,,,,14.58,,,,0.41,,,,51.27,,,,,,,,,,,,,6.71,,,0.22,,,9.25,,,,113.34
1576372313000,,4.37,,,,,,,,,,,,,,,,,,,,,,30.17,6.68,,,0.90,,,,,,,,,223.71,2.71,0.00,,,,,,,169.33,,,,,,,,,,,,,,,,69.62,,,29.02,,8.66,,,,,,,0.01,,6.50,,,,,,,,,,,,,,,,,,,,,,0.24,,,,31.04,,,4.06,,,,,,,,,,8.02,,,31.35,,,52.70,,,,26.40
1576456679000,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,111.13,2.57,,,,,,,,,,,5.62,,1.40,0.24,,,,,,,119.49,,,,,,,,,,,,2.23,,,,101.55,,,,,,,,,,0.04,0.23,,,,,,,,,,,,,,,,,,,,,,19.63,,,,,,,7.14,,,5.74,,,,,,,,,,,,,,,,42.25,,,,122.93
1576541361000,449.81,34.38,,,,,,,,0.01,,,,,,,,153.32,,,,,,166.93,12.04,,,12.77,,,,,,,,23.65,,0.04,0.00,,,,,,107.07,307.91,,,,,,,,,,,,72.94,,,,339.01,,,259.23,,110.15,,,,,,,7.43,,145.58,6.16,,,,,,,,,,,,,,,,,215.88,75.99,,,3.79,,,,108.62,,,4.75,,,,,,,,,,65.63,,,169.66,,,160.77,,,,175.51
1576627001000,8.28,101.08,,,,,,,,46.17,,,,,,,,185.54,,,,,,319.70,31.52,,,57.23,,,,,,,,39.54,89.85,1.76,105.34,,,,,,89.92,302.41,,,,,,,,,,,,11.11,96.29,,,374.51,,,415.42,,559.82,,159.28,,,,6.57,33.20,,352.27,,,,,259.58,,12.94,,,,,,,,,,,98.57,118.68,,,6.70,,3.37,,152.00,,0.68,,3.34,,,,,,,,,373.74,,,678.85,,,306.42,,,,679.65
1576713534000,,16.20,,,,200.01,,,,0.01,,,,,,,,232.62,,,,,,121.81,24.12,,,3.07,,,,,,,,44.46,,17.82,106.87,,,,,,86.72,1112.50,,,,,,,,,,,,92.25,,,,661.89,,,165.90,,40.50,,68.96,,,3.75,0.50,48.09,,364.90,,,,,191.62,11.97,,,,,,,,,,,,225.79,7.54,,,6.82,,,,212.66,,,24.54,,,,,,,,,,115.26,,,,,,272.26,,,,1226.78
1576799699000,,5.35,,,,112.90,,,,2.22,,,,,,,,67.23,,,,,,95.29,4.04,,,38.10,,,,,,,,52.20,,,2.16,,,,,,15.50,209.90,,,,,,,,,,,,9.65,,,,21.86,,,96.40,,,,,,,,,3.83,,34.41,,,,,,,,,,,,,,,,,,,55.43,,,1.19,,,,60.04,,,27.46,3.08,,,,,,,,,84.49,,,0.03,,,146.08,,,,164.92
1576886273000,,,,,,12.98,,,,,,,,,,,,35.63,,,,,,59.60,12.73,,,56.06,,,,,,,,16.20,,0.40,0.04,,,,,,37.39,570.92,,,,,,,,,,,,,,,,18.39,,,121.17,,,,2.85,,,2.84,1.42,0.78,,35.82,,,,,,6.92,,,,,,,,,,,,246.69,27.64,,,10.86,,,,29.18,,,3.41,,,,,,,,,,780.88,,,,,,120.29,,,,156.56
1576971438000,,,,,,,,,,,,,,,,,,0.19,,,,,,91.76,15.77,,,,,,,,,,,,,,0.78,,,,,,,52.67,,,,,,,,,,,,,,,,73.88,,,36.06,,,,,,,,0.21,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,1.31,,,,,,,,,,46.30,,,,,,6.79,,,,39.67
1577057861000,,,,,,,,,,,,,,,,,,3.25,,,,,,29.39,13.17,,,,,,,,,,,9.77,,,11.03,,,,,,9.06,32.67,,,,,,,,,,,,,,,,93.26,,,28.86,,2.50,,,,,0.39,,5.43,,,,,,,,,,,,,,,,,,,,8.02,0.38,,,0.20,,,,,,,2.14,,,,,,,,,,,,,,,,22.91,,,,28.18
1577143907000,,,,,,,,,,,,,,,,,,19.12,,,,,,87.08,5.60,,,35.24,,,,,,,,25.97,,,9.07,,,,,,15.18,168.92,,,,,,,,,,,,22.80,,,,250.59,,,155.31,,2.52,,,,,0.42,7.11,0.06,,,0.25,,,,,,,,,,,,,,,,,,36.09,,,1.52,,,,37.26,,,11.39,5.62,,,,,,,,,25.14,,,26.16,,,107.89,,,,95.86
1577229621000,,,,,,,,,,,,,,,,,,,,,,,,18.36,0.20,,,,,,,,,,,13.33,,,1.58,,,,,,,101.00,,,,,,,,,,,,2.02,,,,167.79,,,17.48,,1.00,,14.50,,,,,4.44,,14.75,,,,,,,,,,,,,,,,,,,201.85,,,1.46,,,,,,0.43,6.29,0.25,,,,,,,,,,,,0.05,,,146.93,,,,60.15
1577315631000,0.08,,,,,,,,,,,,,,,,,35.18,,,,,,84.45,1.15,,,44.52,,,,,,,,20.09,,,2.38,,,,,,26.56,43.59,,,,,,,,,,,,6.58,,,,169.24,,,22.80,,7.03,,4.95,,,,,33.21,,65.60,,,,,,,,,,,,,,,,,,55.91,126.19,,,2.85,,,,14.79,,,6.69,,,,,,,,,,36.19,,,,,,148.11,,,,143.17
