timestamp,​0x0000bEBB12C49FF44233CB689855b5fAE9EE4bF3,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x1814222fa8c8c1C1bf380e3BBFBd9De8657Da476,​0xD85A7A3C5F08E3E709c233E133cE1335fBbF5518,​0xBb72B029a3e5019B504e5a943b9CC445Ad40c07d,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x89D3Afde089399534aFDB7aD2D05138315Ef45FF,​0x7954AF6cBbd93DAE4dE8d8be4bb5a8eae5656106,​0x30F1d1fFAD34b24Bb8310Ad9DD237B854b4DAEa7,​0x13526967CadFd180c27A4392A46A30c573088bee,​0x363a94A9Ec421e27aa86b4015007c3698959E5cb,​0x347397EefF516c7F3809A4c1dadE10D692341d0f,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x986748F2eec2f0BEC5a85FBaC06F982ee4a91281,​0xF1Ad4BFDF8829d55eC0Ce7900EF9d122B2610673,​0xfBabBAaAaD540477fcb64412b74bD2B73907cb99,​0xEcC996953e976A305ee585A9C7BBbcc85D1C467b,​0x309b38eC83F03f55822B424C42D9E3a7404e5E53,​0x968cF7d8bbE57E3Cde24aC1e2F2A52dC8eBf25E6,​0xaD457072924e5a1A1c9807942211BA5D928CeC8A,​0xc3037b2A1a9E9268025FF6d45Fe7095436446D52,​0x7811516127F7E9083AC7C5f65E213Ab3443Cff40,​0xB680f628C56C8Fa368Dacbb0C27beEf8C98355b9,​0x4eC5b02a9F109D44AfA67615A5A2C9A02A77e08b,​0x248EE163064CEC75103EFB80EA0014fBCd96693f,​0x709C59829A5EA6783bbfA56C5C267fd71A0F214e,​0x40A7cb7052C274Cc2E568c324B4c5D94383bec4f,​0x419afe43175501f642E7F1D42Aefb57DF4165739,​0x7059010320d07a47d2Ad54db88bB89Ea644C3e6F,​0x268Cb4c8B97DA9d146702D84501A64F597A3aa14,​0x473afAb58B2C5D4DbC5FAD5D236f6658AD84E83b,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xF8341bf53e42DAc7b3E3516E0c6ef6003646DD6D,​0xCcB5520c2211af9fd7CAE749bB91728D72771E4F,​0x2c6b36530c0f25FA2765e2901101b4FCF149DEC4,​0xe9Cf7887b93150D4F2Da7dFc6D502B216438F244,​0xF92C1ad75005E6436B4EE84e88cB23Ed8A290988,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x2AD672FDA8a042c4c78C411bF9d4f1b320aA915a,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0x6ca323Ab76aa6d0C7406520f49795470662e9C84,​0x0f0e9790Ff3Ef0923f03C58d0029c94c8e1d1253,​0xAA7eeC6b62D55Db20381AF6d8E83210DAF59Ca77,​0x97deC872013f6B5fB443861090ad931542878126,​0xA540fb50288cc31639305B1675c70763C334953b,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x7b3E062b606A177c2DAd79d0Eb1C81941efE26C0,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xd084ab520D116dBE0069796fe542e767fb4B498C,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x92f884B7dbC58655174c49C27d3F7f7aaB946fb2,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0x139Bb96B05f21105B565FE2F342E98dC1D13Fb16,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0x89b76bddA22a59014E7C67A612ca80DAD957e13d,​0x00000f2D00b7a76100366C0013C2000595eE0067,​0xE20Ff024e00A324D6Fd29750EBe92e6b4FaA2741,​0xB46ca5c06586BD0f9DB7708Ee45760d1055CDd13,​0x0F94e2a44CED2a368DA8a1EdEAa337F13A8560D0,​0xc90Ccfda241dAB9A2076d6f30473112B49D752e8,​0xeE7F212545b3c388f8fD176f83bDff85F3Dcea7D,​0x9F92473Cce5dd539C76fD79C78aE5c8fAf706134,​0x4dF3f167387f93fDc927A6e6d709F166b2Ee279B,​0xA0c9aB7cb590C01D9F36D0F1eb960A544c31467e,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0x7B2eF92fDecdf4a156365EB78c9E92b44588Fe84,​0x691Ce62a208B195acCF54C39a98F1112C90046d1,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0xD3AA1fE5D12C62eea28b768AE27C1f53B0B79181,​0x000000000025D4386F7FB58984CBe110AEe3A4c4,​0xfC898B18a70cE49579f8D79a32e29928C15b4Bc8,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x9550050D102Ff42A2A683A9Fa23B8f3fb2B378c8,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x38F2cDD0Ea4b38dBed40A36530313A5D89638858,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0xB944d13b2f4047fc7bd3F7013bcf01b115fb260d,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x5Be5b30A720093C9d1B1E6CF8441280a48a495F8,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0xDFf2AA5689FCBc7F479d8c84aC857563798436DD,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x24a7eaaD0D7F13d1999206D8C22f926980A12CA6,​0xB6d3D9bc0e8Ab251C0eb29bD7c0E53bf482B3093,​0x5100276Ff4561D05A502527De00e9515129e3cfE,​0x3b7921f5b25fC8339269eb8adb28278d5C1F01c3,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x9Ca13029232C8f4AAC1D42FaA54A36aDE41aA10d,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0xB78a63B0CE816af3a1Ae53659953d28f82d6f50F,​0xB76c291871b92A7c9e020b2511a3402A3bf0499d,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x5A6fc2De011d93842411aa5f91a0a4AcD3fEfFde,​0xa73621aEAe24869942f1279003bDe11d4Eac2Cab,​0x0a236B41aDd0073df05EaC5Fc8505Ad745C7859D,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0x2406A9333378E30B9581B8356bb81B4f9BDFF005,​0xF4B0e07B1010b9dc23d369069ab4F2192651D474,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,​0x8A2F5d6D822611BDab08D306aA8F3E3942177417,​0xB27732Feae161E1f42cfcd2b716BbF7f987FB984,​0x4afd569355Eb05CC1F098195C11ababCCa16d663,​0x3b1E215FE1138aA9034b5E6De39892e45ac05176,​0x1fC6386835eB73C7c3b16695f30611B1a71FC84c,​0x16b8Cc5B1558b365D9844385425b13Bde0ceaa49,​0xf182EA75ce927013459f7a6FC2002b519Cc35426,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xF52016C209c8a539c46c9aa4c8d83538Dc4483DE,​0xe9519677e6ec8D2D6BFaB92A059529feA6075d37,​0x00d1Ce825DacBCb6789e2D5fB1873A7178312abC,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x68C70d41B193A4a86e56E9020aa4C910E4aBBAf3,​0xcB71EB21F53a2F4de0F26dc90518Df10Be13D1EC,​0x81e6B7E1909401769B9B2E4Fab1fEAc8FD310c17,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xeb676329dAA8A1e6DE953E39870Db8F8FC5895D9,​0x532D562bd356E8Bf71099eE074AF2737b0f452b0,Other
1571512073000,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,0.23,,29.51,,,,10.19,,,40.28,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,23.40,,,,,,0.37,,,,,,,,,,,31.78,,,,,,,,,,,,,,,,,,,,,,,,,7.47,3.41,,,,,,,,99.75
1571579975000,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,,,,,,,,,,11.39,,27.06,,9.80,,,,,,,,20.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,8.61,,,,56.92
1571648150000,,,,,,,,,,,,12.10,,,,,,,,,,,,,,2.78,,,,,,,,,,,,5.83,,20.59,,15.42,,,1.23,,,40.88,,,,,,14.17,,,,,,,,,,,,,,,,,23.20,,,,,,,,,,18.93,,,,,,,,,,,13.46,,23.20,,,,,,,,,,,,,,,,,,,,,,,14.76,,,,,,,,,148.35
1571716619000,,,,,,,,,,,,43.42,,,,,7.01,,,,,,,,,39.64,,,,,,,,,,24.70,,107.31,,56.01,,16.89,,,,,90.00,63.64,,,,,,31.92,,,,,,,,,,,,,,,,,11.73,,,,,,,,10.58,,12.42,5.16,,,,,,,,,,55.43,,11.72,,,0.12,,,,,,,,,0.50,,,,6.46,,,,,,,6.73,7.72,,,,,,,,93.36
1571783991000,,,,,,,,,,,,20.19,,,,,,,,,,,,,,24.09,,,,,,,,,,26.45,,0.23,,31.90,,43.25,,,13.18,,,,,,,,,,,,,,,,,,,,,,,,,,24.59,,,40.00,57.78,,,,,,4.52,,,,,,,,,,,22.48,,24.36,,,,,,,,,,,,,,,,,,,,,,,3.70,11.16,,,,,,,,58.29
1571851268000,,,,,,,,,,,,,,,,,,,,,,,,,,30.70,,,,,,,,,,33.43,,12.01,,20.09,,,,0.29,0.00,,,,,,,,,15.30,,,,,,,,,,,,,,,,,1.21,,,,76.26,,,,,,12.90,,,,,,,,,,,31.15,,1.20,,,,,,25.00,,,,,,,,,,,,,,,,,16.17,,,,,,,,,111.17
1571920923000,,,,,,,,,,,,,,,,,9.27,,,,,,,,,8.78,,,,,,,,,,1.09,,12.65,,15.29,,,,2.68,0.11,,40.00,110.53,,,62.80,,,10.17,,,,,,,,,,,,,,,,,13.54,,,,30.28,,,,,,6.79,,,,,,,,,,,8.73,,13.47,,,,,,,,,,,,0.40,,,,,,,,,,,22.78,3.28,,,,,,,,163.60
1571990353000,,,,,,,,,,,,0.27,,,,,47.45,,,,,,,,,20.46,,,,,,,,,,28.27,,30.02,,40.18,,38.01,,2.26,4.23,,50.00,50.44,,,32.11,,,65.84,,,,,,,,,,,,,,,,,15.31,,,40.00,141.97,,,,,,11.64,4.80,,,,,,,,,,155.99,,15.12,,,,,,162.67,,,,,,2.42,,,,,,,,,,,32.85,11.14,,22.00,,,27.68,,,310.40
1572060724000,,,,,,,,,,,,,,,,,220.60,,,,,,,,,36.12,,,,,,,,,,25.07,,16.34,,124.71,,81.78,,,,,,38.72,,,129.47,103.76,,19.69,,,,,,,,,,,,,,,,,65.68,,,,701.92,,,,16.16,,35.83,20.88,,,,,,,,,,139.06,,64.53,,,,2.00,,30.00,,,,,,,,,,,,,,,,,53.67,35.55,,99.00,,0.89,113.45,,,262.02
1572129485000,,,,,,,,,,,,74.71,,,,,19.73,,,,,,,,,17.05,,,,,,,,,,22.63,,3.78,,98.58,,,,,12.80,,,89.27,,,68.06,13.77,,33.50,,,,,,,,,,,,,,,,,18.25,,,,470.51,,,,,,25.11,17.76,,,,,,,,,,99.20,,18.21,,,0.41,31.47,,20.00,,,,,,,,,,,,,,,,,58.29,,,58.17,,6.01,82.21,,,404.14
1572198558000,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,,,,,,,,,,,,17.53,,35.02,,,,,16.40,,,92.19,,,140.76,,,20.21,,,,,,,,,,,,,,,,,43.81,,,,56.49,,,,,,8.99,,,,,,,,,,,23.49,,43.31,33.51,,,55.71,,,,,,,,,20.00,,,,,,,,,,13.37,22.83,,9.00,,0.22,31.86,56.00,,103.08
1572267917000,,,,,,,,,,,,,,,,,,,,,,,,,,21.87,,,,,,,,,,35.51,,17.32,,5.03,,,,,,,,82.35,,,14.13,,,15.00,,,,,,,,,,,,,,,,,12.06,,,,18.80,,,,,,6.27,,,,,,,,,,,9.63,,12.09,91.11,,13.28,,,7.90,,,,,,,,,,,,,,,,,24.67,,,,,,58.63,,,77.74
1572337649000,,,,,,,,,,,,,,,,,,,,,,,21.00,,,21.32,,,,,,,,,,91.01,,29.66,,112.23,,,,3.80,8.92,,,128.00,,,44.54,25.68,,146.35,,,,,,,,,,,,,,,,,33.86,,,,47.50,,,,10.58,,11.30,17.00,,,,,,,,,,24.88,,34.75,461.81,,,86.30,,,,,,,,0.22,,,,,,,,,,,109.12,,,,,,83.54,,,158.92
1572406531000,,,,,,,,,,,,,,,,,,,,,,,,,,23.70,,,,,,,,,,,,6.94,,2.25,,,,6.37,2.87,,,,,,48.62,8.02,,6.16,,,,,,,,4.03,,,,,,,,,,,,,21.31,0.64,,,15.84,,4.94,,,,,,,,,,,17.74,,,,,4.08,66.88,,,,,,,,0.00,,,,,,,,,,,,3.84,,,,,57.45,,,189.62
1572476793000,,,,,,,,,,,,,,,,,,,,,,,,,,17.18,,,,,,,,,,1.44,,12.48,,15.30,,,,0.68,,,,,,,40.65,14.34,,,,,,,,,,,,,,,,,,,15.12,,,,71.52,,,,,,16.75,2.58,,,,,,,,,,,,15.00,,,,28.17,,,,,,,,,,,,,,,,,,,13.18,,,,,,32.46,,,222.61
1572546064000,,,,,,,,,,,,,,,,,,,,,,,90.00,,,48.76,,,,3.96,,,,,,44.31,,4.09,,2.52,,57.21,,,8.58,,,,,,71.22,,,,,,,,,,,,,,,,,,,,15.14,,,,25.10,,,,,,9.62,,,,,,,,,,,3.34,,15.00,,,,48.67,,,,,,,,,,,,,,,,,,,,3.34,,,,,65.81,,,110.82
1572615810000,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,,,,,,,,,,,,6.70,,,,43.11,,,0.00,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,11.82,,0.09,,,,,,,,,,,23.45,,,,,,,,,,,,,,,,,,,,,,,,,3.30,,,,,,12.11,,,48.39
1572684939000,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,4.13,,,,,,5.15,,8.30,,,,8.96,,,,,,,,,18.31,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,0.01,,,,,,,,,,,18.59,,,,,1.46,8.20,,,,,,,,,,,,,,0.01,,,,,,,,,,,7.09,,,47.69
1572754262000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,0.99,,8.39,,,,,,,,,,,,,8.90,3.42,,4.07,,,,,,,,,,,,,,,,,,,,,30.53,0.30,,,,,2.23,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,7.30,,,,,,3.33,,,23.63
1572822749000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,7.76,,,,,,5.45,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36,,6.00,,,,,,,,,,,,,,,,,,,,,,,3.39,,,17.02
1572893104000,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,,,,,,,,,,,,0.28,,,,,,8.31,4.50,,,,,,2.00,23.23,,,,,,,,,,,,,,,,,,,,,,,10.98,1.11,,,,,3.48,,,,,,,,,,,3.06,,,,,,16.55,,,,,,,,,,,,,,,,,,,2.60,3.12,,,,,24.46,,,68.95
1572962724000,,,,,,,,,,,,,,,,,,,,,,,,,,13.71,,,,2.38,,,,,,,,0.54,,4.75,,,,,,,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,13.74,,,,,,,,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,2.70,,,2.00,,,,,,88.74
1573031855000,,,,,,,,,,,,,,,,,,,,,,,,,,21.38,,,,,,,,,,,,11.38,,,,,,20.04,36.04,,,,,,40.43,,,,,,,,,,,,,,,,,,,,15.02,,,,39.75,,,,,,3.39,,,,,,,,,,,4.90,,15.00,,,,16.32,,,,,,,,,,,,,,,,,,,4.43,,,14.00,,,63.14,,,210.18
1573101222000,,,,,,,,,,,,,,,,,,,,,,,,,,34.96,,,,4.23,,,,,,9.35,,29.14,,10.13,,,,5.36,0.21,,,,,,103.72,,,,,,,,,,,,,,,,,,,,30.25,,,,50.63,,,,,,2.37,2.81,,,,,,,,,,27.53,,30.00,,,,22.04,,,,,,,,,,,,8.46,,,,,,,32.30,13.08,,,,,45.76,,,223.46
1573171451000,,,,,,,,,,,,,,,,,,,,,,,35.00,,,37.30,,,,5.03,,,,,,13.99,,10.50,,24.96,,38.47,,,2.24,,,,,,109.24,41.24,,80.79,,,,,,,,,,,,,,,,,60.11,,,,10.25,,,,,,57.80,3.83,,,,,,,,,,28.94,,75.00,,,4.95,22.65,,,,,,,,0.25,,,,,,,,,,,80.16,14.08,,,,,57.21,,,557.68
1573240765000,,,,,,,,,,,,,,,,,,,,,,,5.00,,,47.98,,,,2.85,,,,,,17.63,,15.31,,4.75,,,,,38.99,,,,,,8.07,10.47,,,,,,,,,,,,,,,,,,,,,,,4.99,,,,,,2.47,,,,,,,,,,,11.05,,,,,,11.99,,,,,,,,,,,,,,47.01,,,,,28.15,3.37,,,,,8.33,,,165.83
1573311556000,,,,,,,,,,,,,,,,,,,,,,,54.00,,,36.11,,,,,,,,,,,,21.32,,,,,,,11.87,,,,,,125.47,14.20,,30.96,,,,,,,,,,,,,,,,,,,,,11.60,,,,14.48,,6.43,,,,,,,,,,,25.99,,,,,,,,,,,,,,0.00,,,,,,68.70,,,,,13.32,5.76,,,,,11.20,,,102.21
1573382543000,,,,,,,,,,,,,,,,,,,,,,,10.00,,,7.60,,,,,,,,,,7.90,,44.24,,4.75,,,,1.35,9.10,,,,,,27.78,6.13,,28.41,,,,,,,,,,,,,,,,,,,,,66.51,,,,,,0.64,8.71,,,,,,,,,,1.67,,,,,2.12,,,,,,,,,,,,,,,,,,,,16.38,6.18,,,,,10.81,,,95.75
1573455245000,,,,40.00,,,,,,,,,,,,,,,,,,,5.00,,,15.90,,,,2.36,,,,,,2.65,,22.34,,14.25,,,,0.52,2.99,,,,,,40.27,4.59,,60.28,,,,,,,89.52,,,,,,,,,,,,,,261.34,,,,,,10.22,7.73,,,,,,,,,,28.07,,,,,,,,10.00,,,,,,,,,,,,,,,,,36.95,,,,,,12.46,,,128.28
1573527153000,,,,,,,,,,,,,,,,,,,,,,,8.30,,,14.27,,,,,,,,,,,,0.86,,10.12,,,,2.72,22.60,,,,,,7.78,,,7.56,,,,,,,,,,,,,,,,,,,,,27.05,0.37,,,,,6.31,,,,,,,,,,,,,,,,,27.50,,8.00,,,,,,,,,,,,,,,,,4.97,,,,,,,,,84.64
1573598526000,,,,,,,,,,,,,,,,,,,,,,,45.50,,,18.68,,,,1.73,,,,,,0.99,,0.37,,5.03,,,,16.59,27.51,,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,7.13,,,,,,7.13,,,,,,,,,,,3.22,,,,,,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.06
1573670409000,,,,,,,,,,,,,,,,,,,,,,,27.00,,,5.03,,,,1.33,,,,,,,,12.56,,4.75,,,,3.25,,,,,,,6.00,16.53,,19.00,35.11,,,,,,,,,,,,,,,,,,,,51.80,,,,,,24.01,,,,,,,,,,,22.18,,,,,,,,,,,,,,,,,,,,,,,,,65.51,,,,,23.36,3.91,,,131.97
1573742983000,,,,,,,,,,,,,,,,,,,,,,,,,,19.70,,,,,,,,,,,,52.71,,30.70,,,,,86.92,,,,,,105.31,45.40,,64.47,25.08,,,,,,,,,,,,,,,,45.50,,,,89.58,,12.00,,,,3.29,,,,,,,,,,,29.07,,45.00,,,1.67,,,49.34,,,,,,,18.22,,,,,,,,,,43.25,3.20,,,,,68.16,,,448.19
1573814675000,,,,,,,,,,,,,,,,,,,,,,,,,,29.48,,,,,,,,,,7.13,,1.10,,,,112.83,,37.28,44.72,,,,,,26.40,26.02,,55.30,,,,,,,,,,,,,,,,,,,,,20.05,,16.50,,24.08,,2.38,,,,,,,,,,,13.41,,,,,4.34,,,,,,,,,,,,,,,,,,,,21.05,,,,,0.83,99.40,,,409.52
1573886613000,,,,,,,,,,,,,,,,,,,,,,,50.00,,,5.26,,,,,,,,,,1.51,,12.08,,,,74.76,,14.50,,,,,,,28.36,12.61,,38.18,,,,,,,,,,,,,,14.92,,,,,,,45.57,,14.25,,9.77,,0.05,,,4.01,,,,,,,,27.24,,,,,12.19,,,22.98,,,,,,,40.22,,,,,,,,,,60.20,3.76,,,,,27.59,,,256.25
1573958177000,,,,,,,,,,,,,,,,,,,,,,,,,,16.44,,,,,,,,,,0.60,,117.69,,,,9.78,,8.31,36.25,,,,,,71.01,60.89,,4.95,35.11,,,,,,,,,,,,,31.35,,,,,,,119.11,10.70,11.75,,44.65,,27.33,4.00,,,,,,,,,,,,,,,,14.34,,,,,,,,3.35,33.73,,,,,,,,,,38.67,34.28,,,,1.71,74.19,,,173.34
1574030120000,,,,,,,,,,,,23.45,,,,,,,,,,,,,29.12,48.27,,,,,,,,,,,,86.64,,,,7.91,,1.30,238.01,,,,,,220.47,29.44,,141.43,20.06,,,,,,,41.58,,,,,,92.86,,,,,,,118.03,3.87,24.30,,5.01,,33.99,14.41,,,,,,,,,,,,,,,0.44,127.05,,56.90,,,,,,47.25,50.71,,,,,,,,,,72.03,55.47,,8.00,,6.24,177.21,,,748.15
1574102523000,,,,,,,,,,,,24.51,,,,,,,,,,,,,43.16,6.75,,,,,,,,,,0.34,,27.97,,,,,,0.54,227.84,,,,,,105.38,21.45,,7.77,25.08,,,,,,,80.51,,,,,,60.80,,,30.29,,,,26.54,,55.81,,9.56,,24.51,,,1.25,,,200.00,,,,,,,30.00,,,30.18,54.17,,10.00,,10.00,,,,,82.76,,,,,,,,,,88.65,35.86,,,,1.08,31.18,,,592.60
1574175364000,,,,,,,,,,,,25.00,,,,,,,,,,,,,,5.04,,,,,,17.58,,,,3.37,,15.52,,,,9.34,,30.95,34.30,,,,,,288.36,123.58,,55.52,40.12,,,,,,,44.40,,,,,,16.98,,,57.80,,,,,10.23,11.77,,15.46,,12.65,,,34.24,,,,,,,,76.44,,57.28,,,2.14,53.82,,29.12,,,,,,24.23,43.08,,,,,,,,,,24.61,41.60,,,,5.27,175.36,,,409.12
1574248216000,,,,,,,,,,,,,,,,,,,,,,,,,104.51,,,,,0.95,,3.22,,,,,,4.29,,,,20.20,,14.36,324.60,,,,,,66.98,128.21,,147.31,105.72,,,,,,,23.64,,,,,,15.13,,,60.60,,,,60.54,7.27,73.03,,14.70,,69.02,70.24,,71.98,,,150.20,,,,,67.25,,60.00,,,12.99,81.36,,,,,,,,0.36,23.44,,,,,,,,,,127.03,77.51,,,,397.89,73.15,,,807.64
1574319702000,,,,,,,,,,80.55,,,,,,,,,,,,,,,,,,,,,,64.04,,,,,,23.84,,,,,,35.36,27.57,,,,,,98.38,91.05,,114.52,230.09,,,,,,,,,,,,,24.50,,,15.07,,,,23.05,74.52,17.46,,,,20.12,,,80.89,,,,,,,,30.58,,30.00,,,23.66,226.33,,,,,,0.67,,7.19,16.97,,,,,,,,,,85.88,188.39,,,,107.57,,,,489.69
1574390894000,,,,,,,,,,34.00,,,,,,,,,,,,,31.75,,125.63,,,,,,,7.10,,,,330.56,,49.68,,,,82.48,,83.59,22.20,,,,,,294.34,260.90,,123.85,,,450.00,,,,,,,,,,,64.56,,,234.15,,,,154.06,95.28,169.81,110.22,353.70,,39.28,83.40,,105.39,,,,,,,,74.98,,245.91,,,73.54,176.48,,34.54,,8.98,,,,20.11,30.79,,,,,,,,125.27,,333.48,125.29,,,,221.84,,75.99,,1625.70
1574463158000,,,,,,,,,,,,32.50,,,,,,,,,,,,,97.33,,,,,,,1.34,,,,112.99,,39.91,,,,,,25.39,140.99,,,,,,232.30,82.69,,124.54,,,183.00,,,,,,,,,,,14.05,,,153.17,,,,366.39,65.31,10.24,,,,32.13,28.66,,41.08,,,,,,,,110.52,,135.00,,,169.64,513.92,,,,,,,,17.29,14.33,,,,310.00,,,,20.25,,215.28,73.43,,9.00,,3.92,,,,908.57
1574534614000,,,,,,,,,,,,19.66,,,,,,,,,,,,,,,,,,,,20.34,,,,,,77.94,,,,,,36.22,83.26,,,,,,168.14,,,92.19,,,210.50,,,,,,,,,,,,,,141.90,,,,0.30,3.47,,,,,32.96,,,24.31,,,,,,,,,,140.00,,,12.36,36.88,,,,,,,,,118.22,,,,,,,,,,77.23,3.92,,,,2.42,,,,755.95
1574606767000,,,,,,,,,861.00,,,91.22,,,,,,,,,,,,,242.60,,,,,,,75.14,,,,1.17,,39.34,,,,,,41.83,131.31,,,,,,615.50,,,,,,,,,,18.34,140.11,,,,,,,,,100.91,,,,34.46,66.35,,,,,68.11,10.00,,44.47,,,,,,,,31.07,,100.00,,,254.08,146.80,,,,8.34,,,,10.32,243.39,,,,150.00,,,,,,381.80,,,115.15,,22.03,,148.46,,1078.60
1574677937000,,,,,,,,,1398.85,,,28.29,,,,,,,863.08,,,,,,338.27,,,,,,,35.82,,,,98.46,,68.58,,,,,,44.09,5.41,,,,,,403.01,,,10.00,,,250.00,,,,63.60,235.54,,,,,,,,,118.21,,,,253.57,32.84,,,,,52.83,17.87,,131.87,,,,,,,,16.35,,182.53,,,97.96,251.51,,,,18.24,,,,31.66,63.33,,,,,,,,,,313.00,23.98,,,,16.59,,,,1824.47
1574753753000,,,,,,,4.14,,270.00,,,19.14,,,,,,,556.20,,,,33.00,,116.62,,,,,,,27.75,,,,0.12,,71.79,,,,,,135.07,,,,,,,353.86,93.30,,,,,,,,,,144.94,,,,,,24.68,,,231.95,,,,485.82,5.65,92.46,,37.75,,42.81,105.47,,109.98,,,,,,,,199.85,,230.30,,,116.39,247.28,,20.00,,10.00,,,,7.27,30.00,,,,,,,,,,116.82,63.65,,14.00,,9.05,,,,820.39
1574829912000,,,,,,,62.34,,,65.00,,18.11,,,,,,,274.62,,,,,,15.44,,,,,,,6.58,,,,,,17.64,,,,,,16.15,3.22,,,,,,45.50,37.06,,21.09,,,,,,,,,,,,,,6.13,,,214.64,,,,174.92,,19.25,,,,45.89,25.20,,79.10,,,,,,,,117.16,,213.38,,,221.49,225.21,,34.00,,10.01,,,,9.13,31.94,,,,,,,,,,158.92,105.69,,,,,,,,565.02
1574906610000,,,,,,,,,,,,,,,,,,,372.71,,,,20.00,,80.70,,,,,1.18,,18.83,,,,,,4.99,,,,,,9.72,46.16,,,,,,77.86,67.78,,,19.46,,,,,,,,,,,,,15.12,,,115.91,,,,63.75,10.48,143.79,,,,132.70,70.02,,31.50,,,,,,,,143.08,,115.08,,,48.21,81.24,,,,5.00,,,21.27,,56.75,,,,,,,,,,70.68,57.77,,71.45,,14.01,,,,795.57
1574982967000,,,,,,,69.57,,336.05,,,,,,,,,,94.86,,,,,,33.11,,,,,,,5.46,,,,1.27,,10.44,,,,,,8.68,1.44,,,,,,226.81,109.23,,147.63,,,,,,,,,,,,,,2.63,,,218.58,,,,205.33,14.78,77.87,,77.17,,38.98,58.00,,67.69,,,,,,,,218.81,,217.52,,,5.59,104.24,,,,15.17,,,29.59,0.08,109.54,,,18.67,,,,,42.23,,72.54,74.39,,,,8.04,,,,780.35
